,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
223,1393,20,RL,68,13500,Pave,na,3,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,4,4,429.0,5,1080,93,1602,GasA,4,Y,4,1252,0,0,1252,1,0,1,0,1,1,3,4,7,1,4,Attchd,1960,2,2,564,3,3,2,409,0,0,0,0,0,0,0,na,0,3,2008,WD ,235000
224,490,80,RL,62,7750,Pave,na,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0,384,384,GasA,5,Y,4,774,656,0,1430,0,0,2,1,3,1,3,7,7,1,3,BuiltIn,1999,2,2,400,3,3,2,0,0,0,0,0,0,0,0,na,0,3,2009,WD ,156000
225,542,20,RL,60,12450,Pave,na,3,Lvl,3,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,836.0,1,0,278,1114,GasA,5,Y,4,1114,0,0,1114,1,0,2,0,3,1,4,6,7,0,0,Detchd,2004,1,2,576,3,3,2,0,42,0,0,0,0,0,0,na,0,6,2009,WD ,153000
226,973,120,RM,68,4500,Pave,na,3,Lvl,3,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,3,1,6,883.0,1,0,341,1224,GasA,5,Y,4,1224,0,0,1224,1,0,2,0,2,1,3,5,7,0,0,Attchd,1999,3,2,402,3,3,2,0,304,0,0,0,0,0,0,na,0,6,2009,WD ,165000
227,1012,60,RL,77,11198,Pave,na,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,4,1,1,0.0,1,0,1122,1122,GasA,5,Y,4,1134,1370,0,2504,0,0,2,1,4,1,5,11,7,1,4,BuiltIn,2005,3,3,656,3,3,2,144,39,0,0,0,0,0,0,na,0,6,2008,WD ,325000
228,2218,190,RL,79,6221,Pave,na,2,Lvl,3,Inside,2,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,1,2,533.0,1,0,195,728,GasA,5,Y,4,760,595,0,1355,0,0,2,0,3,1,3,5,7,0,0,Detchd,1966,1,2,528,3,3,2,0,0,0,0,144,0,0,3,na,0,10,2007,WD ,140000
229,2033,80,RM,120,13200,Pave,na,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,3,1,4,375.0,1,0,366,741,GasA,2,Y,4,1497,797,0,2294,0,0,3,0,5,1,3,9,7,1,4,Attchd,1963,1,2,658,3,3,2,0,110,0,0,0,0,0,0,na,0,4,2007,WD ,202500
230,1071,120,RL,65,8769,Pave,na,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,3,1,6,1540.0,1,0,162,1702,GasA,5,Y,4,1702,0,0,1702,1,0,1,1,1,1,5,7,7,1,4,Attchd,2008,3,3,1052,3,3,2,0,72,0,0,224,0,0,0,na,0,10,2008,New,367294
231,1583,80,RL,85,10200,Pave,na,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,3,3,6,783.0,1,0,678,1461,GasA,5,Y,4,1509,0,0,1509,1,0,2,0,3,1,4,5,7,1,2,Attchd,1988,2,2,600,3,3,2,224,0,0,0,0,0,0,0,na,0,8,2008,WD ,175000
232,2858,70,RL,60,9550,Pave,na,2,Lvl,3,Corner,2,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,4,1,5,216.0,1,0,540,756,GasA,4,Y,4,961,756,0,1717,1,0,1,0,3,1,4,7,7,1,4,Detchd,1998,1,3,642,3,3,2,0,35,272,0,0,0,0,0,na,0,2,2006,WD ,140000
233,2265,20,RL,42,10331,Pave,na,3,Lvl,3,CulDSac,2,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,215.0,4,80,970,1265,GasA,4,Y,4,1240,0,0,1240,0,1,2,0,3,1,4,6,7,0,0,Attchd,1985,1,2,528,3,3,2,232,0,0,0,0,0,0,0,na,0,7,2007,WD ,174000
234,1088,80,RL,59,9587,Pave,na,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,6,655.0,1,0,201,856,GasA,5,Y,4,1166,0,0,1166,1,0,2,0,2,1,4,5,7,0,0,Attchd,2005,3,2,400,3,3,2,212,0,0,0,0,0,0,0,na,0,7,2008,WD ,190000
235,698,70,RM,90,9900,Pave,na,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0,504,504,GasA,5,Y,4,764,700,0,1464,0,0,2,0,3,1,3,7,7,0,0,na,1980,0,0,0,0,0,0,0,0,176,0,0,0,0,0,na,0,3,2009,WD ,129000
236,1896,20,RL,68,22002,Pave,na,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,3,4,CBlock,3,3,2,5,1386.0,1,0,206,1592,GasA,4,Y,4,1652,0,0,1652,1,0,1,1,3,1,4,6,7,1,4,Attchd,1959,2,2,510,3,3,2,0,0,0,0,201,0,0,0,na,0,7,2007,WD ,200000
237,628,60,RL,100,13000,Pave,na,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448.0,1,0,448,896,GasA,3,Y,4,1182,960,0,2142,0,0,2,1,4,1,4,8,7,1,4,Attchd,1968,3,1,509,3,3,2,0,72,0,0,252,0,0,0,na,0,6,2009,WD ,193500
238,1212,20,RL,75,8250,Pave,na,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4,3,1,3,787.0,1,0,305,1092,GasA,5,Y,4,1092,0,0,1092,1,0,1,0,3,1,3,6,7,0,0,Attchd,1964,2,2,504,3,4,2,0,0,0,0,0,0,0,3,na,0,7,2008,WD ,145000
239,2864,50,RL,81,8170,Pave,na,2,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,4,4,BrkTil,3,3,1,5,526.0,1,0,496,1022,GasA,5,Y,3,1122,549,0,1671,0,0,2,0,4,1,3,7,7,1,4,Detchd,1963,1,2,451,3,3,2,0,0,0,0,0,0,0,0,na,0,2,2006,WD ,218000
240,2740,20,RL,80,12048,Pave,na,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,3,3,Slab,0,0,0,0,0.0,0,0,0,0,GasA,4,Y,4,1488,0,0,1488,0,0,1,0,3,1,3,7,7,1,5,Attchd,2002,2,2,569,3,3,2,0,189,36,0,348,0,0,0,na,0,4,2006,WD ,135000
241,2560,20,RL,89,10858,Pave,na,3,Lvl,3,Corner,2,NAmes,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,3,4,CBlock,3,3,2,2,40.0,1,0,1404,1444,GasA,5,Y,4,1624,0,0,1624,1,0,1,0,2,1,3,6,6,1,4,Attchd,1952,2,1,240,3,3,2,0,40,324,0,0,0,0,3,na,0,7,2006,WD ,146500
242,1716,120,RL,61,7577,Pave,na,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,3,5,20.0,1,0,1342,1362,GasA,5,Y,4,1362,0,0,1362,0,0,2,0,2,1,4,6,7,1,4,Attchd,2005,2,2,460,3,3,2,192,28,0,0,0,0,0,0,na,0,6,2007,WD ,194700
243,1130,20,FV,62,7500,Pave,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,4,3,PConc,4,3,1,6,902.0,1,0,316,1218,GasA,5,Y,4,1218,0,0,1218,1,0,2,0,2,1,4,6,7,0,0,Attchd,2008,3,2,462,3,3,2,168,168,0,0,0,0,0,0,na,0,4,2008,New,230348
244,201,30,RM,51,6120,Pave,na,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,5,960.0,1,0,164,1124,GasA,3,Y,4,1068,0,0,1068,1,0,1,0,2,1,3,5,7,1,4,Detchd,1923,1,1,288,3,3,2,0,0,128,0,0,0,0,0,na,0,3,2010,WD ,109500
245,2886,20,RL,69,23580,Pave,na,2,Lvl,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,6,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,6,776.0,1,0,849,1625,GasA,3,Y,4,1625,0,0,1625,0,1,2,0,3,1,2,6,7,1,3,Attchd,1979,3,2,576,3,3,2,136,28,0,0,0,0,0,0,na,0,9,2006,WD ,242500
246,2328,160,RL,44,5306,Pave,na,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,4,1,6,495.0,3,215,354,1064,GasA,4,Y,4,1064,703,0,1767,1,0,2,0,2,1,4,5,7,1,3,Attchd,1987,2,2,504,4,3,2,441,35,0,0,0,0,0,0,na,0,6,2006,WD ,239000
247,2583,20,RL,70,8092,Pave,na,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,4,CBlock,3,3,1,5,824.0,1,0,226,1050,GasA,5,Y,4,1050,0,0,1050,1,0,1,0,3,1,4,6,7,0,0,Attchd,1954,2,1,286,3,3,2,0,0,0,0,0,0,0,0,na,0,6,2006,WD ,156000
248,1206,20,RL,77,8593,Pave,na,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,288.0,1,0,619,907,GasA,5,Y,4,907,0,0,907,0,0,1,0,3,1,3,5,7,0,0,Detchd,1964,1,1,352,3,3,2,0,0,0,0,0,0,0,0,na,0,7,2008,WD ,109008
249,2242,50,RM,64,11067,Pave,na,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0.0,0,0,0,0,GasA,5,Y,4,640,0,205,845,0,0,1,0,1,1,3,4,2,0,0,Detchd,1950,1,1,256,3,2,0,48,0,0,0,0,0,0,0,na,0,3,2007,WD ,68104
250,1105,60,RL,68,11929,Pave,na,2,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,4,3,PConc,4,3,3,1,0.0,1,0,1242,1242,GasA,5,Y,4,1251,1250,0,2501,0,0,2,1,4,1,4,9,7,1,3,Attchd,1995,2,3,751,3,3,2,192,87,0,0,0,0,0,0,na,0,6,2008,WD ,290000
251,121,20,RL,90,9900,Pave,na,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,4,1059.0,1,0,150,1209,GasA,4,Y,4,1209,0,0,1209,1,0,1,0,3,1,3,6,7,0,0,Attchd,1966,2,2,504,3,3,2,0,0,120,0,0,0,0,0,na,0,4,2010,ConLD,159000
252,1223,70,RL,50,4882,Pave,na,2,Bnk,3,Inside,1,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,3,120.0,1,0,228,348,GasA,3,Y,4,453,453,0,906,0,0,1,0,2,1,3,5,7,0,0,Basment,1937,1,1,231,2,3,2,0,0,0,0,0,0,0,0,na,0,9,2008,WD ,87000
253,265,20,RL,68,11423,Pave,na,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,3,6,1358.0,1,0,223,1581,GasA,5,Y,4,1601,0,0,1601,1,0,2,0,3,1,4,6,7,1,3,Attchd,2001,2,2,670,3,3,2,180,0,0,0,0,0,0,3,Shed,2000,5,2010,WD ,272000
254,2813,20,RL,65,8772,Pave,na,3,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,996.0,1,0,340,1336,GasA,5,Y,4,1336,0,0,1336,1,0,2,0,3,1,4,6,7,0,0,Attchd,2005,1,2,502,3,3,2,136,43,0,0,0,0,0,0,na,0,9,2006,New,198000
255,1294,50,RM,63,7628,Pave,na,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0,801,801,GasA,4,Y,3,1095,561,0,1656,0,0,2,0,2,1,3,8,4,0,0,Detchd,1958,1,2,440,3,3,2,187,0,0,0,0,0,0,0,na,0,5,2008,WD ,119164
256,2745,20,RL,77,8335,Pave,na,3,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0,0,0,GasA,4,Y,4,1124,0,0,1124,0,0,1,0,3,1,3,5,5,1,4,na,1980,0,0,0,0,0,0,0,36,190,0,0,0,0,0,na,0,4,2006,WD ,93000
257,1094,60,RL,71,8220,Pave,na,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,4,3,PConc,4,3,3,6,544.0,1,0,438,982,GasA,5,Y,4,1008,884,0,1892,0,0,2,1,3,1,3,8,7,1,3,Attchd,2000,2,2,431,3,3,2,108,0,0,0,0,0,0,0,na,0,7,2008,WD ,226750
258,651,190,RL,107,10615,Pave,na,2,Bnk,3,Corner,1,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,2,4,440.0,1,0,538,978,GasA,3,Y,4,1014,685,0,1699,1,0,2,0,3,2,3,7,7,0,0,CarPort,1920,1,2,420,2,2,2,0,74,0,0,0,0,0,0,na,0,8,2009,WD ,95000
259,198,50,RM,50,6000,Pave,na,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,300.0,1,0,480,780,GasA,3,Y,4,780,636,0,1416,0,0,1,1,3,1,3,6,7,0,0,Detchd,1948,1,1,312,3,3,1,221,0,48,0,0,0,0,0,na,0,3,2010,WD ,139900
260,131,30,RL,55,5350,Pave,na,2,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,1,1,0.0,1,0,728,728,GasA,5,Y,4,1306,0,0,1306,0,0,1,0,3,1,2,6,4,0,0,na,1980,0,0,0,0,0,2,263,0,0,0,0,0,0,2,Shed,450,5,2010,WD ,76500
261,1258,30,RL,60,5400,Pave,na,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,1,0.0,1,0,672,672,GasA,4,Y,4,672,0,0,672,0,0,1,0,2,1,3,4,7,0,0,Detchd,1997,1,1,308,3,3,0,88,108,0,0,0,0,0,0,na,0,7,2008,WD ,86900
262,1599,20,RL,68,17979,Pave,na,2,Lvl,3,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,1,5,785.0,1,0,328,1113,GasA,5,Y,4,1160,0,0,1160,1,0,1,0,3,1,4,6,7,0,0,Attchd,1968,1,1,257,3,3,2,81,0,0,0,0,0,0,2,Shed,500,2,2008,WD ,152500
263,1508,20,RL,68,9520,Pave,na,3,Bnk,3,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,3,3,CBlock,4,3,1,3,767.0,1,0,144,911,GasA,3,Y,4,930,0,0,930,0,0,1,0,2,1,3,5,7,0,0,Attchd,1953,2,1,286,3,3,2,134,0,0,0,0,0,0,3,Gar2,3000,5,2008,WD ,99000
264,615,30,RL,50,5330,Pave,na,3,HLS,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,2,280.0,1,0,140,420,GasA,4,Y,4,708,0,0,708,0,0,1,0,2,1,2,5,7,0,0,na,1980,0,0,0,0,0,2,164,0,0,0,0,0,0,0,na,0,12,2009,WD ,82500
265,1815,120,RL,50,8012,Pave,na,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,6,430.0,1,0,1145,1575,GasA,4,Y,4,1575,0,0,1575,1,0,2,0,2,1,4,5,7,0,0,Attchd,1992,2,2,529,3,3,2,0,0,52,0,0,0,0,0,na,0,7,2007,WD ,179200
266,2712,20,RL,75,9000,Pave,na,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,773.0,1,0,286,1059,GasA,4,Y,4,1059,0,0,1059,1,0,1,0,3,1,3,6,7,0,0,Attchd,1966,3,1,286,3,3,2,0,88,0,0,0,0,0,2,na,0,6,2006,WD ,142500
267,2051,20,RL,62,14299,Pave,na,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,513.0,2,144,348,1005,GasA,3,Y,4,1005,0,0,1005,1,0,1,0,3,1,3,5,7,0,0,Detchd,1964,1,2,440,3,3,0,0,0,0,0,0,0,0,3,na,0,7,2007,WD ,115400
268,1863,60,FV,68,7050,Pave,na,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,738.0,1,0,319,1057,GasA,5,Y,4,1057,872,0,1929,1,0,2,1,3,1,4,7,7,1,3,Attchd,2001,3,2,650,3,3,2,0,235,0,0,0,0,0,0,na,0,5,2007,WD ,226000
269,2510,160,FV,30,3180,Pave,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0,600,600,GasA,5,Y,4,520,600,80,1200,0,0,2,1,2,1,4,4,7,0,0,Detchd,2005,2,2,480,3,3,2,0,166,0,0,0,0,0,0,na,0,4,2006,WD ,144152
270,1069,60,RL,112,16451,Pave,na,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,221.0,4,3,PConc,5,3,4,1,0.0,1,0,1765,1765,GasA,5,Y,4,1804,886,0,2690,0,0,2,1,4,1,4,9,7,1,4,BuiltIn,2003,3,3,795,3,3,2,268,58,0,0,0,0,0,0,na,0,7,2008,WD ,370000
271,336,20,RL,76,12887,Pave,na,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,3,207.0,6,590,36,833,GasA,3,Y,4,833,0,0,833,1,0,1,0,2,1,4,5,7,0,0,Attchd,1984,1,2,495,3,3,2,431,0,0,0,0,0,0,3,na,0,4,2010,WD ,149900
272,2417,60,RL,105,15578,Pave,na,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0,728,728,GasA,4,Y,4,728,728,0,1456,0,0,2,1,3,1,3,8,7,0,0,Attchd,2006,2,2,429,3,3,2,0,0,0,0,0,0,0,0,na,0,5,2006,New,172785
273,1962,20,RL,60,7200,Pave,na,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,398.0,4,149,317,864,GasA,4,Y,4,864,0,0,864,1,0,1,0,3,1,4,5,7,0,0,Detchd,1980,2,2,720,3,3,2,194,0,0,0,0,0,0,0,na,0,7,2007,WD ,129000
274,372,20,RL,48,17043,Pave,na,2,Lvl,3,CulDSac,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,2,1,1,0.0,1,0,1362,1362,GasA,3,Y,4,1586,0,0,1586,0,0,2,0,3,1,3,7,7,1,3,Attchd,1979,1,2,435,3,3,2,192,0,0,0,0,0,0,0,na,0,1,2009,WD ,181000
275,2578,80,RL,125,10000,Pave,na,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,3,3,CBlock,3,3,3,4,678.0,3,281,99,1058,GasA,5,Y,4,1370,0,0,1370,1,0,1,0,3,1,3,6,7,1,3,Basment,1956,2,1,300,3,3,2,191,0,0,0,120,0,0,3,na,0,2,2006,WD ,148000
276,2824,20,RL,75,8050,Pave,na,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,na,0.0,3,3,PConc,4,3,3,6,475.0,5,297,142,914,GasA,5,Y,4,914,0,0,914,1,0,1,0,2,1,4,4,7,0,0,na,1980,0,0,0,0,0,0,32,0,0,0,0,0,0,0,na,0,4,2006,WD ,117250
277,471,120,RL,43,3182,Pave,na,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0,1357,1373,GasA,5,Y,4,1555,0,0,1555,0,0,2,0,2,1,4,7,7,1,3,Attchd,2005,3,2,430,3,3,2,143,20,0,0,0,0,0,0,na,0,5,2009,WD ,192500
278,1544,160,RM,24,1950,Pave,na,3,Lvl,3,Inside,2,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,3,1,2,81.0,6,612,23,716,GasA,3,Y,4,716,840,0,1556,1,0,2,1,3,1,3,6,7,1,3,Attchd,1980,3,2,452,3,3,2,161,0,0,0,0,0,0,4,na,0,7,2008,COD,151000
279,2141,20,RL,70,7700,Pave,na,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,2,138.0,3,468,276,882,GasA,3,Y,4,882,0,0,882,1,0,1,0,3,1,3,5,7,0,0,Detchd,1980,1,2,461,3,3,2,96,0,0,0,0,0,0,3,na,0,3,2007,WD ,112500
280,2008,30,RL,98,8731,Pave,na,2,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,1,4,645.0,1,0,270,915,GasA,3,Y,4,1167,0,0,1167,0,0,1,0,3,1,3,6,3,1,4,Detchd,1972,1,2,495,3,3,2,0,0,216,0,126,0,0,0,na,0,5,2007,WD ,144000
281,1075,120,RL,89,8232,Pave,na,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,714.0,5,3,PConc,5,3,1,6,1204.0,1,0,596,1800,GasA,5,Y,4,1800,0,0,1800,1,0,2,0,2,1,5,6,7,1,4,Attchd,2008,2,3,944,3,3,2,210,0,0,0,0,0,0,0,na,0,6,2008,New,370967
282,34,160,RL,24,2280,Pave,na,3,Lvl,3,FR2,2,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,1,5,514.0,1,0,341,855,GasA,3,Y,4,855,601,0,1456,0,0,2,1,3,1,4,6,7,1,3,Attchd,1975,1,2,440,3,3,2,173,0,0,0,0,0,0,0,na,0,6,2010,WD ,149900
